Địa chỉ,Phường/Xã/Thị trấn,Quận/Huyện,Diện tích (m²),Mức giá (tỷ),Giá tiền (triệu/m²),Mặt tiền(m),Đường vào(m),Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất
"Đường Đại Tự, Xã Kim Chung, Hoài Đức, Hà Nội",Xã Kim Chung,Hoài Đức,33,4.95,147.32,3.3,4,Tây - Nam,Tây - Nam,4,4,3,Đã có sổ đỏ,Cơ bản
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,40,6.9,172.5,,,,,5,4,4,Đã có sổ đỏ,
"Ngõ 14, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",Phường Quang Trung,Hà Đông,42,5.4,128.57,,,,,2,2,,Đã có sổ đỏ,Đầy đủ
"Đường Nguyễn Sơn, Phường Bồ Đề, Long Biên, Hà Nội",Phường Bồ Đề,Long Biên,80,23,287.5,4,,,,3,3,2,Đã có sổ đỏ,Đầy đủ.
"Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,30,3.85,128.33,3.5,3,,,2,2,2,Đã có sổ đỏ,
"Đường La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",Phường Giảng Võ,Ba Đình,50,8.8,176,4.2,2,,,4,4,4,Đã có sổ đỏ,Đầy đủ
"Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,30,3.85,128.33,3.5,3,,,2,2,2,Đã có sổ đỏ,
"Đường La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",Phường Giảng Võ,Ba Đình,50,8.8,176,4.2,2,,,4,4,4,Đã có sổ đỏ,Đầy đủ
"Đường Đức Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,Bắc Từ Liêm,43,8.9,206.98,,,,,6,,,Đã có sổ đỏ,Cơ bản
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Phường Nhân Chính,Thanh Xuân,36,8.59,238.61,,,,,6,5,5,Đã có sổ đỏ,
"Phụng Châu, Chương Mỹ, Hà Nội",Phụng Châu,Chương Mỹ,45,3.3,73.33,,,Nam,,3,3,3,Đã có sổ đỏ,
"Đường Cổ Loa, Xã Cổ Loa, Đông Anh, Hà Nội",Xã Cổ Loa,Đông Anh,41,2.8,,5.12,2.2,Tây - Nam,Tây - Nam,2,2,2,Đã có sổ đỏ,
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",Phường Trương Định,Hai Bà Trưng,65,7.5,115.38,10,2.5,,,6,4,,Đã có sổ đỏ,
"Phú La, Hà Đông, Hà Nội",Phú La,Hà Đông,50,12.8,256,5,,,,4,4,3,Đã có sổ đỏ,Đầy đủ
"Phú La, Hà Đông, Hà Nội",Phú La,Hà Đông,40,11.2,280,3.7,,Đông - Nam,Đông - Nam,6,,,Chưa sổ,
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",Phường Mỗ Lao,Hà Đông,52,7.2,137.14,,,,,3,6,,Chưa sổ,
"Phú La, Hà Đông, Hà Nội",Phú La,Hà Đông,50,13,260,5.6,,Tây - Nam,,5,3,4,Đã có sổ đỏ,
"Đường Hồ Tùng Mậu, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Phường Mỹ Đình 1,Nam Từ Liêm,52,8,153.85,4,3,Đông - Nam,Đông - Nam,4,5,4,Đã có sổ đỏ,Đầy đủ
"Ngõ 65, Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,60,6.2,103.33,,,Tây - Bắc,,3,3,2,Đã có sổ đỏ,
"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội",Phường Thượng Thanh,Long Biên,35,,,4.6,,,,5,,,Đã có sổ đỏ,Đầy đủ
"Xã Đông Dư, Gia Lâm, Hà Nội",Xã Đông Dư,Gia Lâm,42,,,7.3,,,,1,2,2,Đã có sổ đỏ,
"Phố Thái Thịnh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",Phường Ngã Tư Sở,Đống Đa,50,12.9,258,,,,,7,,,Đã có sổ đỏ,
"Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",Phường Phương Canh,Nam Từ Liêm,36,4.65,129.17,3.9,,,,5,4,5,Chưa sổ,
"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Phường Vĩnh Tuy,Hai Bà Trưng,75,11,146.67,,,,,,8,,Đã có sổ đỏ,Đầy đủ
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",Phường Định Công,Hoàng Mai,38,3.6,94.74,3.8,,,,4,,,Chưa sổ,
"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,31,3.15,101.61,,2.2,,,4,4,3,Đã có sổ đỏ,Cơ bản
"Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội",Phường Cát Linh,Đống Đa,39,5.65,144.87,6.1,3,Tây,Tây,5,3,3,Đã có sổ đỏ,Đầy đủ
"Ngõ 197, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",Phường Văn Quán,Hà Đông,37,6.95,187.84,,,,,6,9,,Đã có sổ đỏ,
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,39,3.65,92.4,4,4,Bắc,,5,3,3,Đã có sổ đỏ,
"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",Phường Thượng Thanh,Long Biên,60,11,183.33,4.61,13,Đông - Nam,Đông - Nam,5,6,5,Đã có sổ đỏ,
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",Xã Kim Chung,Hoài Đức,36,5.2,144.44,4.53,,,,4,4,4,Đã có sổ đỏ,Đầy đủ
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",Phường Khương Mai,Thanh Xuân,42,10.9,259.52,,3.5,,,5,5,,Đã có sổ đỏ,Cơ bản
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Phường Dịch Vọng Hậu,Cầu Giấy,65,13.7,210.77,,,,,6,,,Đã có sổ đỏ,Đầy đủ
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",Phường Bưởi,Tây Hồ,54,10.5,194.44,,,,,5,4,,Đã có sổ đỏ,
"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",Phường Long Biên,Long Biên,52,6.8,130.77,5.2,25,,,3,3,2,Đã có sổ đỏ,Cơ bản.
"Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,34,3.5,102.94,3.6,3.5,,,4,4,3,Đã có sổ đỏ,
"Đường Nhật Tảo, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Phường Đông Ngạc,Bắc Từ Liêm,45,8.9,197.78,5,4,,,6,5,5,Đã có sổ đỏ,Đầy đủ
"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",Phường Yên Hòa,Cầu Giấy,38,6.8,178.95,3.6,3.5,,,5,3,3,Đã có sổ đỏ,Cơ bản
"Đường Hàm Nghi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Phường Mỹ Đình 1,Nam Từ Liêm,45,11.8,262.22,4,4,,,5,6,4,Đã có sổ đỏ,Đầy đủ
"Đường Nguyễn Tuân, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",Phường Thanh Xuân Nam,Thanh Xuân,75,26,346.67,5,12,,,6,8,8,Đã có sổ đỏ,
"Đường Đông Quan, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,30,6.9,230,,,,,5,3,4,Đã có sổ đỏ,
"Đường Nguyễn Thượng Hiền, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",Phường Nguyễn Du,Hai Bà Trưng,30,7.5,250,,,,,3,2,1,Đã có sổ đỏ,
"Ngõ 84, Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội",Phường Phương Canh,Nam Từ Liêm,44,3.87,88,3.8,3,,,5,6,4,Đã có sổ đỏ,Đầy đủ
"Đường Giáp Hải, Xã Đông Dư, Gia Lâm, Hà Nội",Xã Đông Dư,Gia Lâm,33,4.55,137.88,4.5,,,,4,3,3,Đã có sổ đỏ,Đầy đủ
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Phường Tây Mỗ,Nam Từ Liêm,48,,,3.8,,,,5,6,6,Đã có sổ đỏ,Nội thất cao cấp.
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",Phường Cống Vị,Ba Đình,50,7.3,146,3.6,2,,,5,6,4,Đã có sổ đỏ,
"Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,Nam Từ Liêm,40,12,300,,4,,,5,6,4,Đã có sổ đỏ,Đầy đủ
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",Phường Tân Mai,Hoàng Mai,50,10,200,,,,,5,,,Đã có sổ đỏ,
"Ngõ 146, Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",Phường Văn Quán,Hà Đông,45,9.7,215.56,5,,,,4,3,4,Đã có sổ đỏ,Đầy đủ
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",Phường Nguyễn Trãi,Hà Đông,30,7.9,263.33,,,Tây - Bắc,,5,3,4,Đã có sổ đỏ,Cơ bản
"Đường Phú Mỹ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,Nam Từ Liêm,42,9.9,235.71,4,5,Đông,Đông,5,3,4,Đã có sổ đỏ,Cơ bản
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",Phường Quang Trung,Hà Đông,30,5.35,178.33,3.7,,Nam,,5,4,4,Đã có sổ đỏ,Cơ bản
"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,Quận Bắc Từ Liêm,42,7.8,185.71,4,35,,,5,4,4,Đã có sổ đỏ,Cơ bản
"Xã Võng La, Đông Anh, Hà Nội",Xã Võng La,Đông Anh,48,4.8,100,3.9,3,,,4,,,Đã có sổ đỏ,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Phường Minh Khai,Hai Bà Trưng,18,3.5,194.44,3.7,,,,5,4,4,Đã có sổ đỏ,Đầy đủ
"Phường Phúc Đồng, Long Biên, Hà Nội",Phường Phúc Đồng,Long Biên,41,5.5,134.15,,,,,4,4,,Đã có sổ đỏ,
"Phố Xã Đàn, Phường Cát Linh, Đống Đa, Hà Nội",Phường Cát Linh,Đống Đa,33,11.2,339.39,4,,,,6,3,4,Đã có sổ đỏ,Cơ bản
"Đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Phường Mễ Trì,Nam Từ Liêm,75,19,253.33,,,,,,2,2,Đã có sổ đỏ,
"Ngõ 44, Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Phường Dịch Vọng Hậu,Cầu Giấy,45,12.5,277.78,4.6,2,,,5,4,4,Đã có sổ đỏ,Đầy đủ
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",Phường Ngọc Hà,Ba Đình,40,10.95,273.75,3.9,2,,,7,7,6,Đã có sổ đỏ,Đầy đủ
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",Phường Tân Mai,Hoàng Mai,27,2.95,109.26,,,,,1,3,2,Chưa sổ,
"Xã Kim Nỗ, Đông Anh, Hà Nội",Xã Kim Nỗ,Đông Anh,68,4.4,,6.2,3,Tây - Nam,Đông - Nam,4,5,3,Đã có sổ đỏ,Cơ bản
"Xã Hòa Thạch, Quốc Oai, Hà Nội",Xã Hòa Thạch,Quốc Oai,29,,,,,,,,,,Chưa sổ,
"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Phường Nghĩa Đô,Cầu Giấy,55,12.8,232.73,,,,,5,6,4,Đã có sổ đỏ,
"Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Phường Dịch Vọng Hậu,Cầu Giấy,48,8.5,177.08,4,,,,4,4,,Đã có sổ đỏ,Cơ bản
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",Phường Tân Mai,Hoàng Mai,27,2.95,109.26,,,,,1,3,2,Chưa sổ,
"Xã Kim Nỗ, Đông Anh, Hà Nội",Xã Kim Nỗ,Đông Anh,68,4.4,,6.2,3,Tây - Nam,Đông - Nam,4,5,3,Đã có sổ đỏ,Cơ bản
"Xã Hòa Thạch, Quốc Oai, Hà Nội",Xã Hòa Thạch,Quốc Oai,29,,,,,,,,,,Chưa sổ,
"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Phường Nghĩa Đô,Cầu Giấy,55,12.8,232.73,,,,,5,6,4,Đã có sổ đỏ,
"Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Phường Dịch Vọng Hậu,Cầu Giấy,48,8.5,177.08,4,,,,4,4,,Đã có sổ đỏ,Cơ bản
"Ngõ 31, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",Phường Quảng An,Tây Hồ,15,,,8,5,,,7,1,1,Đã có sổ đỏ,Đầy đủ
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",Phường Bồ Đề,Long Biên,58,10,172.41,,,,,4,4,5,Đã có sổ đỏ,
"Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",Phường Láng Hạ,Đống Đa,50,9.9,198,6,,,,6,5,5,Đã có sổ đỏ,
"Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Phường Cầu Diễn,Nam Từ Liêm,87,5.3,60.92,,,,,5,,,Đã có sổ đỏ,Đầy đủ.
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",Phường Bưởi,Tây Hồ,32,6.25,195.31,,,,,4,3,3,Đã có sổ đỏ,Đầy đủ
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",Phường Quang Trung,Hà Đông,75,8.8,117.33,4.2,3,Đông - Nam,,3,4,,Đã có sổ đỏ,Đầy đủ
"Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",Phường Đồng Nhân,Hai Bà Trưng,18,2.35,129.83,3,4,,,1,2,1,Đã có sổ đỏ,Cơ bản
"Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",Phường Minh Khai,Bắc Từ Liêm,42,6.5,154.67,,,,,5,8,8,Đã có sổ đỏ,
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Phường Mễ Trì,Nam Từ Liêm,46,10.5,228.26,5.33,30,,,5,4,4,Đã có sổ đỏ,
"Đường Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Phường Trung Hòa,Quận Cầu Giấy,65,30,461.54,5,7,Nam,Nam,6,,,Đã có sổ đỏ,
"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,65,12.6,193.85,,,,,8,,,Đã có sổ đỏ,Đầy đủ
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",Phường Phúc La,Hà Đông,50,13.8,276,4,,,,4,5,4,Đã có sổ đỏ,Cơ bản
"Đường Đội Cấn, Phường Vĩnh Phúc, Ba Đình, Hà Nội",Phường Vĩnh Phúc,Ba Đình,31,6.5,209.68,5,,,,5,,,Đã có sổ đỏ,
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,Bắc Từ Liêm,65,9,138.46,5,3,,,6,6,4,Đã có sổ đỏ,Cơ bản
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",Phường Yên Hòa,Cầu Giấy,68,15.6,229.41,4,,,,3,,,Đã có sổ đỏ,
"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,65,12.6,193.85,,,,,8,,,Đã có sổ đỏ,Đầy đủ
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",Phường Phúc La,Hà Đông,50,13.8,276,4,,,,4,5,4,Đã có sổ đỏ,Cơ bản
"Đường Đội Cấn, Phường Vĩnh Phúc, Ba Đình, Hà Nội",Phường Vĩnh Phúc,Ba Đình,31,6.5,209.68,5,,,,5,,,Đã có sổ đỏ,
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",Phường Yên Hòa,Cầu Giấy,68,15.6,229.41,4,,,,3,,,Đã có sổ đỏ,
"Ngõ 67/61 A12, Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Phường Trung Văn,Nam Từ Liêm,39,8.99,230.51,,8,Đông - Bắc,,6,8,,Đã có sổ đỏ,
"Phố Lạc Trung, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",Phường Thanh Lương,Hai Bà Trưng,80,21.5,268.75,,10,Nam,Nam,7,,,Đã có sổ đỏ,Cơ bản
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",Phường Đại Kim,Hoàng Mai,38,7.5,197.37,,3,,,5,,,Đã có sổ đỏ,Đầy đủ.
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",Phường Khương Trung,Thanh Xuân,52,9.71,186.73,4.5,,,,4,5,4,Đã có sổ đỏ,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Phường Nhân Chính,Thanh Xuân,40,7.7,192.5,3.4,,,,5,5,4,Đã có sổ đỏ,
"Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",Phường Trung Hòa,Cầu Giấy,48,15.9,331.25,,,,,6,6,6,Đã có sổ đỏ,Đầy đủ
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",Phường Vạn Phúc,Hà Đông,35,6.4,182.86,4.5,,Đông - Nam,,5,5,4,Đã có sổ đỏ,
"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",Phường Phúc Diễn,Bắc Từ Liêm,65,13.5,207.69,,,,,5,4,4,Chưa sổ,
"Đường Đội Cấn, Phường Vĩnh Phúc, Ba Đình, Hà Nội",Phường Vĩnh Phúc,Ba Đình,31,6.5,209.68,5,,,,5,4,,Đã có sổ đỏ,
"Nguyễn An Ninh, Trương Định, Hai Bà Trưng, Hà Nội",Trương Định,Hai Bà Trưng,12,1.85,154.17,,,,,3,2,1,Đã có sổ đỏ,Không nội thất
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",Phường Khương Trung,Thanh Xuân,50,9.69,193.8,4.5,,,,4,6,3,Đã có sổ đỏ,Đầy đủ
"Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Phường Thanh Xuân Trung,Thanh Xuân,32,3.98,124.38,3.5,2,,,4,3,3,Đã có sổ đỏ,Cơ bản
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,50,9.45,189,,,,,5,,,Đã có sổ đỏ,Đầy đủ
"Phố Nguyễn Ngọc Vũ, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,62,7.2,116.13,5.2,,,,2,2,1,Đã có sổ đỏ,Không nội thất
"Đường Trung Yên 14, Phường Trung Hòa, Cầu Giấy, Hà Nội",Phường Trung Hòa,Cầu Giấy,60,16.7,278.33,3.8,,,,,,,Đã có sổ đỏ,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Phường Nhân Chính,Thanh Xuân,40,7.7,192.5,3.4,,,,5,5,4,Đã có sổ đỏ,
"Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",Phường Trung Hòa,Cầu Giấy,48,15.9,331.25,,,,,6,6,6,Đã có sổ đỏ,Đầy đủ
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",Phường Vạn Phúc,Hà Đông,35,6.4,182.86,4.5,,Đông - Nam,,5,5,4,Đã có sổ đỏ,
"Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",Phường Phúc Diễn,Bắc Từ Liêm,65,13.5,207.69,,,,,5,4,4,Chưa sổ,
"Đường Đội Cấn, Phường Vĩnh Phúc, Ba Đình, Hà Nội",Phường Vĩnh Phúc,Ba Đình,31,6.5,209.68,5,,,,5,4,,Đã có sổ đỏ,
"Nguyễn An Ninh, Trương Định, Hai Bà Trưng, Hà Nội",Trương Định,Hai Bà Trưng,12,1.85,154.17,,,,,3,2,1,Đã có sổ đỏ,Không nội thất
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",Phường Khương Trung,Thanh Xuân,50,9.69,193.8,4.5,,,,4,6,3,Đã có sổ đỏ,Đầy đủ
"Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Phường Thanh Xuân Trung,Thanh Xuân,32,3.98,124.38,3.5,2,,,4,3,3,Đã có sổ đỏ,Cơ bản
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,50,9.45,189,,,,,5,,,Đã có sổ đỏ,Đầy đủ
"Phố Nguyễn Ngọc Vũ, Phường Quan Hoa, Cầu Giấy, Hà Nội",Phường Quan Hoa,Cầu Giấy,62,7.2,116.13,5.2,,,,2,2,1,Đã có sổ đỏ,Không nội thất
"Đường Trung Yên 14, Phường Trung Hòa, Cầu Giấy, Hà Nội",Phường Trung Hòa,Cầu Giấy,60,16.7,278.33,3.8,,,,,,,Đã có sổ đỏ,
"Ngõ Đại Đồng, Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",Phường Khâm Thiên,Đống Đa,35,6.5,185.71,,,,,4,3,4,Đã có sổ đỏ,
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",Phường Yên Nghĩa,Hà Đông,35,3.2,91.43,4,2.5,,,5,4,4,Đã có sổ đỏ,Đầy đủ
"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Phường Láng Thượng,Đống Đa,56,18.9,337.48,,,,,6,4,,Đã có sổ đỏ,
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",Phường Cự Khối,Long Biên,30,4.1,136.67,,,Nam,,5,3,4,Đã có sổ đỏ,Đầy đủ.
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",Phường Trung Liệt,Đống Đa,40,13.8,345,4,7,,,5,3,4,Đã có sổ đỏ,Đầy đủ
"Phường Kiến Hưng, Hà Đông, Hà Nội",Phường Kiến Hưng,Hà Đông,50,14.5,290,,,,,6,5,5,Đã có sổ đỏ,
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",Phường Thanh Lương,Hai Bà Trưng,43,5.75,133.72,,,,,3,2,3,Đã có sổ đỏ,Đầy đủ
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",Phường Vạn Phúc,Hà Đông,41,6.85,167.07,,3,,,2,2,1,Đã có sổ đỏ,Cơ bản
"Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",Phường Mai Động,Hoàng Mai,50,7,140,4.5,,,,5,6,7,Đã có sổ đỏ,Đầy đủ
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",Phường Vạn Phúc,Hà Đông,41,6.85,167.07,,3,,,2,2,1,Đã có sổ đỏ,Cơ bản
"Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",Phường Mai Động,Hoàng Mai,50,7,140,4.5,,,,5,6,7,Đã có sổ đỏ,Đầy đủ
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Phường Vĩnh Tuy,Hai Bà Trưng,40,,,38,4,,,4,4,4,Đã có sổ đỏ,Đầy đủ
"Đường Tựu Liệt, Thị trấn Văn Điển, Thanh Trì, Hà Nội",Thị trấn Văn Điển,Thanh Trì,59,8.05,136.44,,,,,5,4,,Đã có sổ đỏ,Cơ bản
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",Phường Nghĩa Tân,Cầu Giấy,12,31.2,249.6,6.2,9.5,,,4,6,4,Đã có sổ đỏ,Đầy đủ
"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",Phường Phúc Đồng,Long Biên,40,8.6,215,,,,,,,,Đã có sổ đỏ,
"Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",Phường Thụy Khuê,Tây Hồ,55,12.8,232.73,,,,,7,1,1,Đã có sổ đỏ,Đầy đủ
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",Phường Bưởi,Tây Hồ,30,6.4,213.33,3.5,3,Nam,,4,4,3,Đã có sổ đỏ,Đầy đủ
"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Phường Thanh Xuân Trung,Thanh Xuân,50,9.5,190,4,3.5,,,3,3,,Đã có sổ đỏ,Đầy đủ
"Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội",Phường Thành Công,Ba Đình,37,7.4,200,,,,,4,4,,Đã có sổ đỏ,
"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",Phường Láng Hạ,Đống Đa,75,,,5,,Đông - Bắc,Đông - Bắc,4,4,3,Đã có sổ đỏ,Không nội thất
"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",Phường Nhật Tân,Tây Hồ,46,9.5,206.52,,,,,4,,,Đã có sổ đỏ,
"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",Phường Phương Canh,Nam Từ Liêm,44,5.6,127.27,5,,,,5,,,Đã có sổ đỏ,Đầy đủ cầu thang giữa nội thất gỗ lim.
"Đường Quốc lộ 23, Xã Thanh Lâm, Mê Linh, Hà Nội",Xã Thanh Lâm,Mê Linh,12,,,5.28,6,,,,,,Đã có sổ đỏ,Cơ bản
"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Phường Nghĩa Đô,Cầu Giấy,50,15,300,4.5,6,,,5,4,,Đã có sổ đỏ,
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",Phường Văn Quán,Hà Đông,48,8.5,177.08,4,3,,,5,6,4,Chưa sổ,
"Phường Khương Đình, Thanh Xuân, Hà Nội",Phường Khương Đình,Thanh Xuân,36,5.8,161.11,,,,,5,3,,Đã có sổ đỏ,Đầy đủ
"Ngõ 18, Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",Xã Tả Thanh Oai,Thanh Trì,36,,,3.5,5,,,4,4,4,Đã có sổ đỏ,Đầy đủ
